transaction_id,product_id,product_id_dict,customer_id,transaction_date,online_order,order_status,list_price,standard_cost
10300,5,#VALUE!,1606,7/22/2017,False,Approved,"574,64","459,71"
10351,5,#VALUE!,2564,3/31/2017,False,Approved,"574,64","459,71"
10410,5,#VALUE!,1656,10/7/2017,True,Approved,"574,64","459,71"
10431,5,#VALUE!,2004,1/17/2017,False,Approved,"574,64","459,71"
10456,5,#VALUE!,2656,3/10/2017,True,Approved,"574,64","459,71"
10485,5,#VALUE!,1956,10/24/2017,True,Approved,"574,64","459,71"
10643,5,#VALUE!,2583,2/3/2017,False,Approved,"574,64","459,71"
10715,5,#VALUE!,1385,8/10/2017,True,Approved,"574,64","459,71"
10739,5,#VALUE!,720,1/3/2017,True,Approved,"574,64","459,71"
10757,5,#VALUE!,839,5/22/2017,False,Approved,"574,64","459,71"
10762,5,#VALUE!,2929,7/31/2017,True,Approved,"574,64","459,71"
10773,5,#VALUE!,1958,8/20/2017,True,Approved,"574,64","459,71"
11096,5,#VALUE!,2092,12/14/2017,False,Approved,"1129,13","677,48"
11171,5,#VALUE!,1984,4/28/2017,True,Approved,"574,64","459,71"
11279,5,#VALUE!,2009,11/27/2017,False,Approved,"574,64","459,71"
11299,5,#VALUE!,2380,4/4/2017,True,Approved,"574,64","459,71"
11352,5,#VALUE!,3406,3/15/2017,False,Approved,"574,64","459,71"
11400,5,#VALUE!,274,3/27/2017,True,Approved,"574,64","459,71"
11464,5,#VALUE!,2110,8/27/2017,True,Approved,"1129,13","677,48"
11491,5,#VALUE!,307,6/17/2017,False,Approved,"574,64","459,71"
11533,5,#VALUE!,1866,5/5/2017,False,Approved,"574,64","459,71"
11595,5,#VALUE!,2485,12/26/2017,False,Approved,"574,64","459,71"
11654,5,#VALUE!,3472,2/9/2017,False,Approved,"574,64","459,71"
11726,5,#VALUE!,3394,3/2/2017,False,Approved,"574,64","459,71"
11857,5,#VALUE!,1817,6/20/2017,False,Approved,"1129,13","677,48"
11962,5,#VALUE!,1388,12/11/2017,False,Approved,"574,64","459,71"
11982,5,#VALUE!,3311,7/24/2017,False,Approved,"574,64","459,71"
12148,5,#VALUE!,3227,9/25/2017,True,Approved,"574,64","459,71"
12180,5,#VALUE!,2722,4/7/2017,False,Approved,"574,64","459,71"
12229,5,#VALUE!,1825,4/4/2017,False,Approved,"574,64","459,71"
12277,5,#VALUE!,3396,10/20/2017,False,Approved,"574,64","459,71"
12284,5,#VALUE!,2640,8/14/2017,True,Approved,"574,64","459,71"
12333,5,#VALUE!,243,3/15/2017,True,Approved,"1129,13","677,48"
12348,5,#VALUE!,2412,3/28/2017,False,Approved,"574,64","459,71"
12587,5,#VALUE!,2952,12/3/2017,True,Approved,"1129,13","677,48"
12625,5,#VALUE!,320,4/23/2017,False,Approved,"574,64","459,71"
12656,5,#VALUE!,261,2/27/2017,True,Approved,"574,64","459,71"
12935,5,#VALUE!,703,12/17/2017,True,Approved,"574,64","459,71"
13120,5,#VALUE!,3392,10/17/2017,False,Approved,"574,64","459,71"
13409,5,#VALUE!,2748,11/10/2017,False,Approved,"574,64","459,71"
13450,5,#VALUE!,2461,1/22/2017,True,Approved,"574,64","459,71"
13493,5,#VALUE!,42,9/10/2017,False,Approved,"574,64","459,71"
13814,5,#VALUE!,2615,6/21/2017,False,Approved,"574,64","459,71"
13889,5,#VALUE!,2359,6/2/2017,False,Approved,"1129,13","677,48"
13906,5,#VALUE!,871,9/11/2017,True,Approved,"574,64","459,71"
13954,5,#VALUE!,1225,2/17/2017,True,Approved,"574,64","459,71"
13974,5,#VALUE!,381,5/21/2017,False,Approved,"574,64","459,71"
14178,5,#VALUE!,2216,1/6/2017,False,Approved,"1129,13","677,48"
14191,5,#VALUE!,2909,6/1/2017,False,Approved,"1129,13","677,48"
14271,5,#VALUE!,2977,1/18/2017,False,Approved,"574,64","459,71"
14307,5,#VALUE!,2448,9/1/2017,False,Approved,"1129,13","677,48"
14399,5,#VALUE!,1791,9/4/2017,False,Approved,"574,64","459,71"
14495,5,#VALUE!,1443,9/4/2017,False,Approved,"574,64","459,71"
14497,5,#VALUE!,2526,4/27/2017,True,Approved,"574,64","459,71"
14543,5,#VALUE!,1874,9/22/2017,False,Approved,"1129,13","677,48"
14560,5,#VALUE!,1990,6/29/2017,True,Approved,"1129,13","677,48"
14581,5,#VALUE!,1397,8/15/2017,True,Approved,"574,64","459,71"
14661,5,#VALUE!,598,8/9/2017,False,Approved,"1129,13","677,48"
14832,5,#VALUE!,2946,11/29/2017,False,Approved,"574,64","459,71"
14884,5,#VALUE!,2618,5/17/2017,True,Approved,"574,64","459,71"
14917,5,#VALUE!,1695,4/22/2017,False,Approved,"1129,13","677,48"
14979,5,#VALUE!,1678,10/23/2017,False,Approved,"1129,13","677,48"
15048,5,#VALUE!,3127,2/14/2017,False,Approved,"574,64","459,71"
15158,5,#VALUE!,488,3/28/2017,True,Approved,"574,64","459,71"
15179,5,#VALUE!,1900,10/9/2017,True,Approved,"574,64","459,71"
15222,5,#VALUE!,2837,2/8/2017,False,Approved,"574,64","459,71"
15263,5,#VALUE!,1342,3/2/2017,False,Approved,"574,64","459,71"
15301,5,#VALUE!,2483,10/22/2017,True,Approved,"574,64","459,71"
15535,5,#VALUE!,2609,6/26/2017,True,Approved,"574,64","459,71"
15621,5,#VALUE!,122,10/4/2017,True,Approved,"574,64","459,71"
15698,5,#VALUE!,3341,9/7/2017,False,Approved,"574,64","459,71"
15749,5,#VALUE!,2071,9/18/2017,False,Approved,"574,64","459,71"
15914,5,#VALUE!,379,8/7/2017,False,Approved,"1129,13","677,48"
15936,5,#VALUE!,874,11/14/2017,True,Approved,"574,64","459,71"
15949,5,#VALUE!,3057,12/2/2017,True,Approved,"574,64","459,71"
15993,5,#VALUE!,3247,7/8/2017,False,Approved,"574,64","459,71"
16024,5,#VALUE!,2569,2/14/2017,True,Approved,"574,64","459,71"
16032,5,#VALUE!,1570,4/4/2017,True,Approved,"574,64","459,71"
16274,5,#VALUE!,577,10/4/2017,True,Approved,"574,64","459,71"
16392,5,#VALUE!,3281,3/27/2017,False,Approved,"574,64","459,71"
16405,5,#VALUE!,2699,4/24/2017,True,Approved,"574,64","459,71"
16732,5,#VALUE!,873,6/2/2017,True,Approved,"574,64","459,71"
16755,5,#VALUE!,752,2/21/2017,True,Approved,"1129,13","677,48"
16803,5,#VALUE!,3474,7/13/2017,True,Approved,"574,64","459,71"
16852,5,#VALUE!,2338,1/3/2017,True,Approved,"574,64","459,71"
16973,5,#VALUE!,2064,4/21/2017,True,Approved,"574,64","459,71"
17008,5,#VALUE!,2293,10/1/2017,True,Approved,"574,64","459,71"
17035,5,#VALUE!,1952,7/8/2017,False,Approved,"574,64","459,71"
17448,5,#VALUE!,2067,1/25/2017,False,Approved,"574,64","459,71"
17616,5,#VALUE!,1788,8/16/2017,True,Approved,"1129,13","677,48"
17794,5,#VALUE!,315,3/20/2017,True,Approved,"574,64","459,71"
17841,5,#VALUE!,3237,4/27/2017,True,Approved,"574,64","459,71"
17852,5,#VALUE!,934,4/23/2017,False,Approved,"574,64","459,71"
17888,5,#VALUE!,1150,8/4/2017,False,Approved,"574,64","459,71"
18020,5,#VALUE!,366,6/26/2017,True,Approved,"1129,13","677,48"
18200,5,#VALUE!,1478,12/29/2017,False,Approved,"1129,13","677,48"
18228,5,#VALUE!,2951,4/11/2017,True,Approved,"1129,13","677,48"
18300,5,#VALUE!,2319,12/21/2017,True,Approved,"1129,13","677,48"
18393,5,#VALUE!,2459,5/22/2017,True,Approved,"1129,13","677,48"
18461,5,#VALUE!,2930,1/25/2017,True,Approved,"574,64","459,71"
18532,5,#VALUE!,460,2/15/2017,True,Approved,"574,64","459,71"
18642,5,#VALUE!,3118,12/9/2017,False,Approved,"1129,13","677,48"
18732,5,#VALUE!,2110,4/13/2017,False,Approved,"1129,13","677,48"
18825,5,#VALUE!,2483,6/3/2017,False,Approved,"574,64","459,71"
18956,5,#VALUE!,2343,5/29/2017,True,Approved,"1129,13","677,48"
19213,5,#VALUE!,2580,5/14/2017,False,Approved,"574,64","459,71"
19216,5,#VALUE!,2622,3/11/2017,False,Approved,"574,64","459,71"
19223,5,#VALUE!,190,1/10/2017,False,Approved,"574,64","459,71"
19498,5,#VALUE!,3,9/19/2017,False,Approved,"574,64","459,71"
19819,5,#VALUE!,116,8/16/2017,False,Approved,"574,64","459,71"
19903,5,#VALUE!,2946,2/17/2017,True,Approved,"574,64","459,71"
19970,5,#VALUE!,3401,10/18/2017,True,Approved,"574,64","459,71"
53,6,#VALUE!,3455,12/21/2017,True,Approved,"227,88","136,73"
157,6,#VALUE!,385,9/15/2017,True,Approved,"748,17","448,90"
170,6,#VALUE!,404,10/16/2017,,Approved,"227,88","136,73"
274,6,#VALUE!,360,5/26/2017,True,Approved,"227,88","136,73"
314,6,#VALUE!,58,8/20/2017,True,Approved,"227,88","136,73"
358,6,#VALUE!,3425,12/6/2017,True,Approved,"227,88","136,73"
398,6,#VALUE!,389,3/12/2017,True,Approved,"227,88","136,73"
529,6,#VALUE!,103,6/3/2017,True,Approved,"227,88","136,73"
762,6,#VALUE!,2055,6/27/2017,False,Approved,"748,17","448,90"
894,6,#VALUE!,2997,6/29/2017,True,Approved,"227,88","136,73"
1050,6,#VALUE!,140,1/7/2017,False,Approved,"227,88","136,73"
1215,6,#VALUE!,2372,8/24/2017,True,Cancelled,"227,88","136,73"
1226,6,#VALUE!,1165,2/25/2017,False,Approved,"748,17","448,90"
1233,6,#VALUE!,2465,4/26/2017,False,Approved,"227,88","136,73"
1240,6,#VALUE!,346,4/26/2017,True,Approved,"227,88","136,73"
1358,6,#VALUE!,636,10/13/2017,False,Approved,"227,88","136,73"
1711,6,#VALUE!,1272,2/17/2017,False,Approved,"227,88","136,73"
1778,6,#VALUE!,2797,5/4/2017,True,Approved,"227,88","136,73"
1817,6,#VALUE!,1980,5/6/2017,False,Approved,"748,17","448,90"
1827,6,#VALUE!,1695,4/4/2017,False,Approved,"748,17","448,90"
1874,6,#VALUE!,2978,7/8/2017,False,Approved,"227,88","136,73"
1906,6,#VALUE!,1884,2/26/2017,True,Approved,"227,88","136,73"
2012,6,#VALUE!,1572,6/6/2017,True,Approved,"748,17","448,90"
2068,6,#VALUE!,3309,9/17/2017,False,Approved,"748,17","448,90"
2193,6,#VALUE!,742,8/8/2017,True,Approved,"227,88","136,73"
2318,6,#VALUE!,315,9/8/2017,True,Approved,"227,88","136,73"
2533,6,#VALUE!,1048,3/14/2017,True,Approved,"227,88","136,73"
2565,6,#VALUE!,3137,8/2/2017,True,Approved,"227,88","136,73"
2635,6,#VALUE!,249,11/13/2017,False,Approved,"748,17","448,90"
2690,6,#VALUE!,1822,6/13/2017,True,Approved,"227,88","136,73"
2750,6,#VALUE!,1913,6/25/2017,False,Approved,"227,88","136,73"
2893,6,#VALUE!,3126,10/18/2017,False,Approved,"748,17","448,90"
3041,6,#VALUE!,3334,2/15/2017,True,Approved,"227,88","136,73"
3114,6,#VALUE!,2899,5/28/2017,True,Approved,"748,17","448,90"
3136,6,#VALUE!,2850,6/16/2017,False,Approved,"227,88","136,73"
3256,6,#VALUE!,1239,1/2/2017,True,Approved,"227,88","136,73"
3477,6,#VALUE!,2753,4/22/2017,False,Approved,"227,88","136,73"
3634,6,#VALUE!,784,8/9/2017,True,Approved,"748,17","448,90"
3821,6,#VALUE!,2181,1/30/2017,True,Approved,"227,88","136,73"
4150,6,#VALUE!,279,1/30/2017,True,Approved,"227,88","136,73"
4196,6,#VALUE!,2573,12/16/2017,True,Approved,"227,88","136,73"
4257,6,#VALUE!,2439,8/18/2017,False,Approved,"227,88","136,73"
4319,6,#VALUE!,1239,5/18/2017,True,Approved,"227,88","136,73"
4470,6,#VALUE!,1404,4/24/2017,True,Approved,"227,88","136,73"
4645,6,#VALUE!,3363,11/9/2017,True,Approved,"748,17","448,90"
4983,6,#VALUE!,472,11/11/2017,True,Approved,"227,88","136,73"
4997,6,#VALUE!,2441,12/2/2017,False,Approved,"748,17","448,90"
5085,6,#VALUE!,111,8/5/2017,False,Approved,"227,88","136,73"
5088,6,#VALUE!,653,6/1/2017,True,Approved,"227,88","136,73"
5094,6,#VALUE!,3338,9/20/2017,False,Approved,"227,88","136,73"
5325,6,#VALUE!,1286,7/17/2017,False,Approved,"748,17","448,90"
5355,6,#VALUE!,2127,11/14/2017,False,Approved,"227,88","136,73"
5371,6,#VALUE!,3011,11/25/2017,True,Approved,"748,17","448,90"
5391,6,#VALUE!,2251,9/21/2017,True,Approved,"748,17","448,90"
5515,6,#VALUE!,3384,3/9/2017,True,Approved,"227,88","136,73"
5623,6,#VALUE!,2463,10/27/2017,True,Approved,"227,88","136,73"
5639,6,#VALUE!,843,12/11/2017,True,Approved,"227,88","136,73"
5653,6,#VALUE!,1652,9/25/2017,False,Approved,"748,17","448,90"
5697,6,#VALUE!,3002,11/16/2017,True,Approved,"227,88","136,73"
5955,6,#VALUE!,2959,8/18/2017,True,Approved,"227,88","136,73"
6079,6,#VALUE!,1629,3/4/2017,True,Approved,"227,88","136,73"
6131,6,#VALUE!,2574,5/16/2017,True,Approved,"227,88","136,73"
6330,6,#VALUE!,843,9/29/2017,False,Approved,"227,88","136,73"
6356,6,#VALUE!,1471,9/20/2017,,Approved,"227,88","136,73"
6401,6,#VALUE!,723,2/22/2017,False,Approved,"227,88","136,73"
6474,6,#VALUE!,2427,2/14/2017,False,Approved,"748,17","448,90"
6475,6,#VALUE!,3370,4/5/2017,,Approved,"748,17","448,90"
6506,6,#VALUE!,1358,4/26/2017,False,Approved,"748,17","448,90"
6682,6,#VALUE!,3433,11/23/2017,False,Approved,"227,88","136,73"
7017,6,#VALUE!,1774,9/24/2017,True,Approved,"227,88","136,73"
7030,6,#VALUE!,2090,7/18/2017,False,Approved,"227,88","136,73"
7034,6,#VALUE!,390,10/15/2017,True,Approved,"227,88","136,73"
7068,6,#VALUE!,762,10/6/2017,True,Approved,"227,88","136,73"
7117,6,#VALUE!,2580,5/24/2017,False,Approved,"227,88","136,73"
7289,6,#VALUE!,2068,3/5/2017,False,Approved,"748,17","448,90"
7297,6,#VALUE!,1337,8/5/2017,True,Approved,"227,88","136,73"
7320,6,#VALUE!,2686,4/5/2017,False,Approved,"227,88","136,73"
7868,6,#VALUE!,1969,5/7/2017,True,Approved,"227,88","136,73"
7956,6,#VALUE!,577,3/25/2017,False,Approved,"227,88","136,73"
8249,6,#VALUE!,789,3/23/2017,True,Approved,"227,88","136,73"
8340,6,#VALUE!,2427,10/30/2017,False,Approved,"748,17","448,90"
8609,6,#VALUE!,613,12/4/2017,False,Approved,"748,17","448,90"
8647,6,#VALUE!,1154,8/21/2017,True,Approved,"227,88","136,73"
8677,6,#VALUE!,911,1/4/2017,True,Approved,"227,88","136,73"
8715,6,#VALUE!,684,9/26/2017,False,Approved,"227,88","136,73"
8778,6,#VALUE!,2049,8/8/2017,True,Approved,"748,17","448,90"
8809,6,#VALUE!,1450,8/31/2017,True,Approved,"227,88","136,73"
8923,6,#VALUE!,1104,3/9/2017,False,Approved,"227,88","136,73"
8947,6,#VALUE!,148,1/17/2017,False,Approved,"227,88","136,73"
8954,6,#VALUE!,750,7/27/2017,False,Approved,"227,88","136,73"
8957,6,#VALUE!,2530,8/20/2017,False,Approved,"227,88","136,73"
9041,6,#VALUE!,1153,12/13/2017,True,Approved,"227,88","136,73"
9193,6,#VALUE!,25,9/17/2017,False,Approved,"227,88","136,73"
9405,6,#VALUE!,9,8/20/2017,False,Approved,"227,88","136,73"
9528,6,#VALUE!,1137,4/22/2017,False,Approved,"227,88","136,73"
9689,6,#VALUE!,112,11/13/2017,True,Approved,"748,17","448,90"
9753,6,#VALUE!,2023,11/30/2017,False,Approved,"748,17","448,90"
9817,6,#VALUE!,3027,11/29/2017,False,Approved,"227,88","136,73"
10590,6,#VALUE!,1699,6/1/2017,True,Approved,"227,88","136,73"
10595,6,#VALUE!,1223,6/18/2017,False,Approved,"227,88","136,73"
10663,6,#VALUE!,69,12/10/2017,True,Approved,"227,88","136,73"
10881,6,#VALUE!,3274,6/24/2017,True,Approved,"227,88","136,73"
10916,6,#VALUE!,2553,2/5/2017,False,Approved,"748,17","448,90"
11012,6,#VALUE!,2501,11/5/2017,True,Approved,"227,88","136,73"
11052,6,#VALUE!,127,9/11/2017,True,Approved,"227,88","136,73"
11066,6,#VALUE!,1456,5/21/2017,False,Approved,"227,88","136,73"
11480,6,#VALUE!,768,12/13/2017,True,Approved,"227,88","136,73"
11765,6,#VALUE!,25,3/8/2017,True,Approved,"227,88","136,73"
12114,6,#VALUE!,2539,7/14/2017,True,Approved,"227,88","136,73"
12155,6,#VALUE!,1377,3/2/2017,True,Approved,"227,88","136,73"
12237,6,#VALUE!,3403,4/27/2017,False,Approved,"227,88","136,73"
12519,6,#VALUE!,565,9/17/2017,False,Approved,"227,88","136,73"
12522,6,#VALUE!,741,8/4/2017,False,Approved,"227,88","136,73"
12586,6,#VALUE!,696,3/20/2017,True,Approved,"227,88","136,73"
12768,6,#VALUE!,1660,9/20/2017,False,Approved,"227,88","136,73"
12789,6,#VALUE!,1454,11/4/2017,True,Approved,"227,88","136,73"
12872,6,#VALUE!,1588,8/21/2017,False,Approved,"748,17","448,90"
12959,6,#VALUE!,2697,3/19/2017,True,Approved,"748,17","448,90"
13018,6,#VALUE!,2454,6/30/2017,False,Approved,"227,88","136,73"
13304,6,#VALUE!,520,11/7/2017,False,Approved,"227,88","136,73"
13340,6,#VALUE!,1889,6/21/2017,True,Approved,"227,88","136,73"
13379,6,#VALUE!,285,8/30/2017,True,Approved,"227,88","136,73"
14172,6,#VALUE!,2699,3/18/2017,False,Approved,"227,88","136,73"
14190,6,#VALUE!,529,3/23/2017,True,Approved,"227,88","136,73"
14247,6,#VALUE!,2455,8/14/2017,True,Approved,"227,88","136,73"
14292,6,#VALUE!,870,5/5/2017,True,Approved,"227,88","136,73"
14434,6,#VALUE!,1792,5/12/2017,True,Approved,"227,88","136,73"
14698,6,#VALUE!,1824,7/16/2017,False,Approved,"227,88","136,73"
14749,6,#VALUE!,2953,9/10/2017,True,Approved,"748,17","448,90"
14784,6,#VALUE!,170,1/30/2017,True,Approved,"748,17","448,90"
14963,6,#VALUE!,1176,10/14/2017,False,Approved,"227,88","136,73"
14986,6,#VALUE!,457,9/6/2017,True,Approved,"748,17","448,90"
15149,6,#VALUE!,2670,6/20/2017,True,Approved,"748,17","448,90"
15174,6,#VALUE!,2705,10/25/2017,True,Approved,"227,88","136,73"
15326,6,#VALUE!,2214,8/21/2017,False,Approved,"748,17","448,90"
15388,6,#VALUE!,2363,5/19/2017,True,Approved,"227,88","136,73"
15517,6,#VALUE!,1539,1/5/2017,False,Approved,"227,88","136,73"
15727,6,#VALUE!,2942,8/6/2017,True,Approved,"748,17","448,90"
15823,6,#VALUE!,993,12/23/2017,True,Approved,"748,17","448,90"
15833,6,#VALUE!,567,7/3/2017,False,Approved,"227,88","136,73"
15873,6,#VALUE!,258,9/23/2017,False,Approved,"748,17","448,90"
15893,6,#VALUE!,964,5/12/2017,False,Approved,"748,17","448,90"
15901,6,#VALUE!,2607,2/4/2017,False,Approved,"227,88","136,73"
15966,6,#VALUE!,1486,9/25/2017,False,Approved,"227,88","136,73"
16046,6,#VALUE!,2252,2/19/2017,,Approved,"748,17","448,90"
16102,6,#VALUE!,447,3/31/2017,,Approved,"227,88","136,73"
16164,6,#VALUE!,1946,9/4/2017,True,Approved,"227,88","136,73"
16217,6,#VALUE!,2239,10/18/2017,True,Approved,"748,17","448,90"
16221,6,#VALUE!,1349,7/6/2017,False,Approved,"227,88","136,73"
16227,6,#VALUE!,1752,10/3/2017,True,Approved,"227,88","136,73"
16452,6,#VALUE!,2156,6/16/2017,True,Approved,"227,88","136,73"
16489,6,#VALUE!,1336,10/13/2017,False,Approved,"227,88","136,73"
16608,6,#VALUE!,83,3/12/2017,False,Approved,"227,88","136,73"
16675,6,#VALUE!,2718,1/26/2017,False,Cancelled,"748,17","448,90"
16969,6,#VALUE!,1442,11/7/2017,False,Approved,"227,88","136,73"
16977,6,#VALUE!,2731,3/1/2017,True,Approved,"227,88","136,73"
17014,6,#VALUE!,1400,4/3/2017,True,Approved,"227,88","136,73"
17067,6,#VALUE!,3382,6/12/2017,True,Approved,"748,17","448,90"
17112,6,#VALUE!,3476,7/17/2017,False,Approved,"227,88","136,73"
17191,6,#VALUE!,101,12/22/2017,False,Approved,"748,17","448,90"
17341,6,#VALUE!,1670,3/2/2017,False,Approved,"227,88","136,73"
17657,6,#VALUE!,2835,5/16/2017,False,Approved,"227,88","136,73"
17673,6,#VALUE!,1784,6/4/2017,False,Approved,"227,88","136,73"
17692,6,#VALUE!,2608,4/22/2017,False,Approved,"227,88","136,73"
17789,6,#VALUE!,342,9/9/2017,False,Approved,"748,17","448,90"
17796,6,#VALUE!,2236,11/11/2017,False,Approved,"227,88","136,73"
17923,6,#VALUE!,3141,1/9/2017,True,Approved,"227,88","136,73"
17962,6,#VALUE!,3061,7/9/2017,True,Approved,"227,88","136,73"
18142,6,#VALUE!,2194,8/10/2017,True,Approved,"227,88","136,73"
18332,6,#VALUE!,107,5/28/2017,False,Approved,"227,88","136,73"
18356,6,#VALUE!,1050,7/27/2017,False,Approved,"227,88","136,73"
18599,6,#VALUE!,1986,7/2/2017,True,Approved,"227,88","136,73"
18643,6,#VALUE!,1090,1/7/2017,True,Approved,"227,88","136,73"
18651,6,#VALUE!,1088,12/17/2017,False,Approved,"748,17","448,90"
18818,6,#VALUE!,2783,3/16/2017,True,Approved,"227,88","136,73"
19005,6,#VALUE!,1190,1/6/2017,True,Approved,"227,88","136,73"
19031,6,#VALUE!,2548,5/26/2017,False,Approved,"227,88","136,73"
19033,6,#VALUE!,2548,4/10/2017,False,Approved,"227,88","136,73"
19067,6,#VALUE!,891,4/18/2017,False,Approved,"748,17","448,90"
19154,6,#VALUE!,3108,9/28/2017,True,Approved,"227,88","136,73"
19462,6,#VALUE!,3045,10/26/2017,True,Approved,"227,88","136,73"
19678,6,#VALUE!,1210,7/1/2017,True,Approved,"227,88","136,73"
19762,6,#VALUE!,631,4/17/2017,False,Approved,"227,88","136,73"
19772,6,#VALUE!,3472,2/9/2017,True,Approved,"227,88","136,73"
19965,6,#VALUE!,721,1/15/2017,False,Approved,"227,88","136,73"
19999,6,#VALUE!,2764,7/3/2017,False,Approved,"227,88","136,73"
145,7,#VALUE!,2992,6/7/2017,True,Approved,"980,37","234,43"
236,7,#VALUE!,2325,8/31/2017,True,Approved,"1311,44","1167,18"
308,7,#VALUE!,3353,7/21/2017,False,Approved,"980,37","234,43"
344,7,#VALUE!,1493,7/9/2017,False,Approved,"1311,44","1167,18"
362,7,#VALUE!,2920,9/22/2017,True,Approved,"980,37","234,43"
377,7,#VALUE!,2368,10/17/2017,False,Approved,"980,37","234,43"
431,7,#VALUE!,3388,2/12/2017,False,Approved,"980,37","234,43"
458,7,#VALUE!,167,3/25/2017,False,Approved,"1311,44","1167,18"
522,7,#VALUE!,3013,1/26/2017,False,Approved,"1311,44","1167,18"
560,7,#VALUE!,695,1/10/2017,False,Approved,"1311,44","1167,18"
589,7,#VALUE!,854,10/4/2017,False,Approved,"980,37","234,43"
877,7,#VALUE!,1082,11/13/2017,True,Approved,"980,37","234,43"
1036,7,#VALUE!,419,9/15/2017,False,Approved,"980,37","234,43"
1087,7,#VALUE!,806,10/21/2017,True,Approved,"980,37","234,43"
1118,7,#VALUE!,2901,5/15/2017,False,Approved,"980,37","234,43"
1323,7,#VALUE!,2380,2/24/2017,True,Approved,"980,37","234,43"
1346,7,#VALUE!,82,2/20/2017,True,Approved,"1311,44","1167,18"
1407,7,#VALUE!,1404,11/1/2017,True,Approved,"980,37","234,43"
1424,7,#VALUE!,770,8/2/2017,True,Approved,"1311,44","1167,18"
1460,7,#VALUE!,163,7/6/2017,False,Approved,"1311,44","1167,18"
1465,7,#VALUE!,1659,5/20/2017,False,Approved,"1311,44","1167,18"
1513,7,#VALUE!,1326,1/24/2017,True,Approved,"980,37","234,43"
1633,7,#VALUE!,3169,5/9/2017,False,Approved,"980,37","234,43"
1819,7,#VALUE!,2722,10/18/2017,True,Approved,"980,37","234,43"
1945,7,#VALUE!,2244,10/28/2017,False,Approved,"980,37","234,43"
2162,7,#VALUE!,2250,6/19/2017,True,Approved,"1311,44","1167,18"
2329,7,#VALUE!,1076,10/2/2017,True,Approved,"980,37","234,43"
2340,7,#VALUE!,2251,12/15/2017,False,Approved,"1311,44","1167,18"
2414,7,#VALUE!,2467,12/9/2017,True,Approved,"980,37","234,43"
2428,7,#VALUE!,420,1/27/2017,False,Approved,"1311,44","1167,18"
2553,7,#VALUE!,1250,10/1/2017,True,Approved,"980,37","234,43"
2761,7,#VALUE!,877,2/15/2017,False,Approved,"980,37","234,43"
2881,7,#VALUE!,1585,7/18/2017,False,Approved,"980,37","234,43"
3105,7,#VALUE!,3105,7/10/2017,False,Approved,"980,37","234,43"
3118,7,#VALUE!,3176,1/11/2017,False,Approved,"980,37","234,43"
3156,7,#VALUE!,2410,10/29/2017,False,Approved,"980,37","234,43"
3432,7,#VALUE!,907,1/28/2017,False,Approved,"1311,44","1167,18"
3436,7,#VALUE!,3165,8/15/2017,True,Approved,"980,37","234,43"
3439,7,#VALUE!,586,10/1/2017,True,Approved,"980,37","234,43"
3679,7,#VALUE!,2681,5/5/2017,True,Approved,"980,37","234,43"
3853,7,#VALUE!,143,4/22/2017,False,Approved,"980,37","234,43"
3908,7,#VALUE!,2808,9/23/2017,True,Approved,"980,37","234,43"
3973,7,#VALUE!,2742,7/24/2017,False,Approved,"1311,44","1167,18"
4205,7,#VALUE!,3417,7/20/2017,False,Approved,"980,37","234,43"
4341,7,#VALUE!,2374,10/29/2017,True,Approved,"980,37","234,43"
4375,7,#VALUE!,232,1/2/2017,False,Approved,"980,37","234,43"
4553,7,#VALUE!,220,2/4/2017,True,Approved,"1311,44","1167,18"
4664,7,#VALUE!,19,1/31/2017,False,Approved,"1311,44","1167,18"
4747,7,#VALUE!,426,5/15/2017,False,Approved,"980,37","234,43"
5012,7,#VALUE!,83,10/11/2017,False,Approved,"980,37","234,43"
5081,7,#VALUE!,1853,10/2/2017,True,Approved,"980,37","234,43"
5087,7,#VALUE!,1257,3/1/2017,False,Approved,"980,37","234,43"
5146,7,#VALUE!,2259,5/24/2017,True,Approved,"980,37","234,43"
5160,7,#VALUE!,3275,3/5/2017,False,Approved,"980,37","234,43"
5193,7,#VALUE!,1844,11/19/2017,False,Approved,"980,37","234,43"
5338,7,#VALUE!,614,7/8/2017,False,Approved,"980,37","234,43"
5360,7,#VALUE!,3309,12/6/2017,False,Approved,"1311,44","1167,18"
5571,7,#VALUE!,3296,3/16/2017,True,Approved,"980,37","234,43"
5587,7,#VALUE!,1132,8/21/2017,False,Approved,"980,37","234,43"
5621,7,#VALUE!,790,2/11/2017,False,Approved,"980,37","234,43"
5640,7,#VALUE!,1585,11/23/2017,False,Approved,"980,37","234,43"
5693,7,#VALUE!,3044,2/10/2017,False,Approved,"980,37","234,43"
5740,7,#VALUE!,505,12/16/2017,False,Approved,"1311,44","1167,18"
5974,7,#VALUE!,3287,3/24/2017,True,Approved,"980,37","234,43"
6231,7,#VALUE!,33,9/12/2017,False,Approved,"980,37","234,43"
6283,7,#VALUE!,1696,10/22/2017,True,Approved,"1311,44","1167,18"
6383,7,#VALUE!,3117,6/8/2017,True,Approved,"980,37","234,43"
6503,7,#VALUE!,1923,12/15/2017,True,Approved,"980,37","234,43"
6581,7,#VALUE!,2427,12/6/2017,False,Approved,"1311,44","1167,18"
6731,7,#VALUE!,3224,5/19/2017,False,Approved,"980,37","234,43"
